"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Avg Daily Max Air Temperature (C)	Avg Daily Min Air Temperature (C)
	"Coffee County, AL"	"01031"	"1983"	"1983"	"Feb"	"2"	14.19	4.96
	"Coffee County, AL"	"01031"	"1983"	"1983"	"Mar"	"3"	16.99	6.66
	"Coffee County, AL"	"01031"	"1983"	"1983"	"Apr"	"4"	21.32	9.87
	"Coffee County, AL"	"01031"	"1983"	"1983"	"May"	"5"	27.00	17.02
	"Coffee County, AL"	"01031"	"1983"	"1983"	"Jun"	"6"	28.43	22.00
	"Coffee County, AL"	"01031"	"1983"	"1983"	"Jul"	"7"	31.67	24.19
	"Coffee County, AL"	"01031"	"1983"	"1983"	"Aug"	"8"	31.74	25.36
	"Coffee County, AL"	"01031"	"1983"	"1983"	"Sep"	"9"	27.73	19.24
	"Coffee County, AL"	"01031"	"1983"	"1983"	"Oct"	"10"	24.89	14.88
	"Coffee County, AL"	"01031"	"1983"	"1983"	"Nov"	"11"	18.63	7.95
	"Coffee County, AL"	"01031"	"1983"	"1983"	"Dec"	"12"	12.63	3.01
"Total"	"Coffee County, AL"	"01031"	"1983"	"1983"			22.34	13.24
	"Coffee County, AL"	"01031"	"1984"	"1984"	"Jan"	"1"	11.80	2.07
	"Coffee County, AL"	"01031"	"1984"	"1984"	"Feb"	"2"	15.91	5.19
	"Coffee County, AL"	"01031"	"1984"	"1984"	"Mar"	"3"	19.35	7.67
	"Coffee County, AL"	"01031"	"1984"	"1984"	"Apr"	"4"	23.26	12.59
	"Coffee County, AL"	"01031"	"1984"	"1984"	"May"	"5"	27.13	16.88
	"Coffee County, AL"	"01031"	"1984"	"1984"	"Jun"	"6"	30.30	21.56
	"Coffee County, AL"	"01031"	"1984"	"1984"	"Jul"	"7"	30.05	23.79
	"Coffee County, AL"	"01031"	"1984"	"1984"	"Aug"	"8"	30.30	23.66
	"Coffee County, AL"	"01031"	"1984"	"1984"	"Sep"	"9"	28.89	19.35
	"Coffee County, AL"	"01031"	"1984"	"1984"	"Oct"	"10"	27.29	17.75
	"Coffee County, AL"	"01031"	"1984"	"1984"	"Nov"	"11"	18.71	6.63
	"Coffee County, AL"	"01031"	"1984"	"1984"	"Dec"	"12"	20.93	9.94
"Total"	"Coffee County, AL"	"01031"	"1984"	"1984"			23.68	13.96
	"Coffee County, AL"	"01031"	"1985"	"1985"	"Jan"	"1"	9.93	-0.73
	"Coffee County, AL"	"01031"	"1985"	"1985"	"Feb"	"2"	15.11	4.14
	"Coffee County, AL"	"01031"	"1985"	"1985"	"Mar"	"3"	21.58	10.47
	"Coffee County, AL"	"01031"	"1985"	"1985"	"Apr"	"4"	24.08	13.72
	"Coffee County, AL"	"01031"	"1985"	"1985"	"May"	"5"	27.68	18.86
	"Coffee County, AL"	"01031"	"1985"	"1985"	"Jun"	"6"	30.97	22.56
	"Coffee County, AL"	"01031"	"1985"	"1985"	"Jul"	"7"	30.54	24.20
	"Coffee County, AL"	"01031"	"1985"	"1985"	"Aug"	"8"	30.59	24.16
	"Coffee County, AL"	"01031"	"1985"	"1985"	"Sep"	"9"	28.40	20.04
	"Coffee County, AL"	"01031"	"1985"	"1985"	"Oct"	"10"	26.63	18.20
	"Coffee County, AL"	"01031"	"1985"	"1985"	"Nov"	"11"	23.24	14.52
	"Coffee County, AL"	"01031"	"1985"	"1985"	"Dec"	"12"	12.96	1.97
"Total"	"Coffee County, AL"	"01031"	"1985"	"1985"			23.51	14.39
	"Coffee County, AL"	"01031"	"1986"	"1986"	"Jan"	"1"	13.46	2.68
	"Coffee County, AL"	"01031"	"1986"	"1986"	"Feb"	"2"	18.23	6.92
	"Coffee County, AL"	"01031"	"1986"	"1986"	"Mar"	"3"	19.99	8.52
	"Coffee County, AL"	"01031"	"1986"	"1986"	"Apr"	"4"	23.85	11.57
	"Coffee County, AL"	"01031"	"1986"	"1986"	"May"	"5"	28.01	18.08
	"Coffee County, AL"	"01031"	"1986"	"1986"	"Jun"	"6"	31.87	24.01
	"Coffee County, AL"	"01031"	"1986"	"1986"	"Jul"	"7"	33.24	25.08
	"Coffee County, AL"	"01031"	"1986"	"1986"	"Aug"	"8"	31.32	23.78
	"Coffee County, AL"	"01031"	"1986"	"1986"	"Sep"	"9"	30.43	23.26
	"Coffee County, AL"	"01031"	"1986"	"1986"	"Oct"	"10"	25.31	15.44
	"Coffee County, AL"	"01031"	"1986"	"1986"	"Nov"	"11"	22.23	13.97
	"Coffee County, AL"	"01031"	"1986"	"1986"	"Dec"	"12"	14.75	5.89
"Total"	"Coffee County, AL"	"01031"	"1986"	"1986"			24.41	14.96
	"Coffee County, AL"	"01031"	"1987"	"1987"	"Jan"	"1"	13.17	3.16
	"Coffee County, AL"	"01031"	"1987"	"1987"	"Feb"	"2"	15.15	6.31
	"Coffee County, AL"	"01031"	"1987"	"1987"	"Mar"	"3"	19.37	9.03
	"Coffee County, AL"	"01031"	"1987"	"1987"	"Apr"	"4"	22.42	10.51
	"Coffee County, AL"	"01031"	"1987"	"1987"	"May"	"5"	27.87	20.71
	"Coffee County, AL"	"01031"	"1987"	"1987"	"Jun"	"6"	29.88	22.71
	"Coffee County, AL"	"01031"	"1987"	"1987"	"Jul"	"7"	31.98	24.83
	"Coffee County, AL"	"01031"	"1987"	"1987"	"Aug"	"8"	31.87	25.14
	"Coffee County, AL"	"01031"	"1987"	"1987"	"Sep"	"9"	28.84	21.48
	"Coffee County, AL"	"01031"	"1987"	"1987"	"Oct"	"10"	21.93	8.25
	"Coffee County, AL"	"01031"	"1987"	"1987"	"Nov"	"11"	20.12	8.06
	"Coffee County, AL"	"01031"	"1987"	"1987"	"Dec"	"12"	17.38	6.57
"Total"	"Coffee County, AL"	"01031"	"1987"	"1987"			23.38	13.94
	"Coffee County, AL"	"01031"	"1988"	"1988"	"Jan"	"1"	11.35	1.95
	"Coffee County, AL"	"01031"	"1988"	"1988"	"Feb"	"2"	14.35	3.61
	"Coffee County, AL"	"01031"	"1988"	"1988"	"Mar"	"3"	19.35	7.93
	"Coffee County, AL"	"01031"	"1988"	"1988"	"Apr"	"4"	24.35	12.29
	"Coffee County, AL"	"01031"	"1988"	"1988"	"May"	"5"	27.25	16.19
	"Coffee County, AL"	"01031"	"1988"	"1988"	"Jun"	"6"	30.81	21.44
	"Coffee County, AL"	"01031"	"1988"	"1988"	"Jul"	"7"	30.47	23.71
	"Coffee County, AL"	"01031"	"1988"	"1988"	"Aug"	"8"	31.13	24.65
	"Coffee County, AL"	"01031"	"1988"	"1988"	"Sep"	"9"	28.55	22.48
	"Coffee County, AL"	"01031"	"1988"	"1988"	"Oct"	"10"	22.68	12.08
	"Coffee County, AL"	"01031"	"1988"	"1988"	"Nov"	"11"	21.10	10.50
	"Coffee County, AL"	"01031"	"1988"	"1988"	"Dec"	"12"	15.25	4.49
"Total"	"Coffee County, AL"	"01031"	"1988"	"1988"			23.07	13.46
	"Coffee County, AL"	"01031"	"1989"	"1989"	"Jan"	"1"	18.25	7.68
	"Coffee County, AL"	"01031"	"1989"	"1989"	"Feb"	"2"	17.20	6.75
	"Coffee County, AL"	"01031"	"1989"	"1989"	"Mar"	"3"	21.57	10.91
	"Coffee County, AL"	"01031"	"1989"	"1989"	"Apr"	"4"	23.38	12.36
	"Coffee County, AL"	"01031"	"1989"	"1989"	"May"	"5"	27.21	17.32
	"Coffee County, AL"	"01031"	"1989"	"1989"	"Jun"	"6"	29.44	22.96
	"Coffee County, AL"	"01031"	"1989"	"1989"	"Jul"	"7"	30.23	24.40
	"Coffee County, AL"	"01031"	"1989"	"1989"	"Aug"	"8"	30.68	24.60
	"Coffee County, AL"	"01031"	"1989"	"1989"	"Sep"	"9"	27.99	21.06
	"Coffee County, AL"	"01031"	"1989"	"1989"	"Oct"	"10"	23.77	13.06
	"Coffee County, AL"	"01031"	"1989"	"1989"	"Nov"	"11"	19.32	8.56
	"Coffee County, AL"	"01031"	"1989"	"1989"	"Dec"	"12"	10.71	1.25
"Total"	"Coffee County, AL"	"01031"	"1989"	"1989"			23.34	14.28
	"Coffee County, AL"	"01031"	"1990"	"1990"	"Jan"	"1"	16.44	6.22
	"Coffee County, AL"	"01031"	"1990"	"1990"	"Feb"	"2"	19.16	8.81
	"Coffee County, AL"	"01031"	"1990"	"1990"	"Mar"	"3"	21.55	10.87
	"Coffee County, AL"	"01031"	"1990"	"1990"	"Apr"	"4"	23.60	12.56
	"Coffee County, AL"	"01031"	"1990"	"1990"	"May"	"5"	27.73	17.58
	"Coffee County, AL"	"01031"	"1990"	"1990"	"Jun"	"6"	31.24	23.14
	"Coffee County, AL"	"01031"	"1990"	"1990"	"Jul"	"7"	31.34	23.85
	"Coffee County, AL"	"01031"	"1990"	"1990"	"Aug"	"8"	33.04	24.70
	"Coffee County, AL"	"01031"	"1990"	"1990"	"Sep"	"9"	31.35	20.69
	"Coffee County, AL"	"01031"	"1990"	"1990"	"Oct"	"10"	26.11	13.58
	"Coffee County, AL"	"01031"	"1990"	"1990"	"Nov"	"11"	22.06	8.74
	"Coffee County, AL"	"01031"	"1990"	"1990"	"Dec"	"12"	18.79	8.00
"Total"	"Coffee County, AL"	"01031"	"1990"	"1990"			25.23	14.93
	"Coffee County, AL"	"01031"	"1991"	"1991"	"Jan"	"1"	14.99	6.33
	"Coffee County, AL"	"01031"	"1991"	"1991"	"Feb"	"2"	16.87	6.90
	"Coffee County, AL"	"01031"	"1991"	"1991"	"Mar"	"3"	20.66	9.13
	"Coffee County, AL"	"01031"	"1991"	"1991"	"Apr"	"4"	25.96	16.36
	"Coffee County, AL"	"01031"	"1991"	"1991"	"May"	"5"	28.28	21.07
	"Coffee County, AL"	"01031"	"1991"	"1991"	"Jun"	"6"	30.07	22.57
	"Coffee County, AL"	"01031"	"1991"	"1991"	"Jul"	"7"	30.75	24.96
	"Coffee County, AL"	"01031"	"1991"	"1991"	"Aug"	"8"	30.33	24.52
	"Coffee County, AL"	"01031"	"1991"	"1991"	"Sep"	"9"	29.08	20.94
	"Coffee County, AL"	"01031"	"1991"	"1991"	"Oct"	"10"	25.46	14.31
	"Coffee County, AL"	"01031"	"1991"	"1991"	"Nov"	"11"	17.10	5.79
	"Coffee County, AL"	"01031"	"1991"	"1991"	"Dec"	"12"	16.79	6.21
"Total"	"Coffee County, AL"	"01031"	"1991"	"1991"			23.90	14.97
	"Coffee County, AL"	"01031"	"1992"	"1992"	"Jan"	"1"	12.90	3.86
	"Coffee County, AL"	"01031"	"1992"	"1992"	"Feb"	"2"	17.07	6.94
	"Coffee County, AL"	"01031"	"1992"	"1992"	"Mar"	"3"	19.23	7.73
	"Coffee County, AL"	"01031"	"1992"	"1992"	"Apr"	"4"	22.68	12.24
	"Coffee County, AL"	"01031"	"1992"	"1992"	"May"	"5"	26.89	16.66
	"Coffee County, AL"	"01031"	"1992"	"1992"	"Jun"	"6"	29.65	21.68
	"Coffee County, AL"	"01031"	"1992"	"1992"	"Jul"	"7"	31.58	24.36
	"Coffee County, AL"	"01031"	"1992"	"1992"	"Aug"	"8"	29.88	23.57
	"Coffee County, AL"	"01031"	"1992"	"1992"	"Sep"	"9"	28.77	21.91
	"Coffee County, AL"	"01031"	"1992"	"1992"	"Oct"	"10"	23.65	13.12
	"Coffee County, AL"	"01031"	"1992"	"1992"	"Nov"	"11"	17.83	8.04
	"Coffee County, AL"	"01031"	"1992"	"1992"	"Dec"	"12"	15.62	6.01
"Total"	"Coffee County, AL"	"01031"	"1992"	"1992"			22.99	13.86
	"Coffee County, AL"	"01031"	"1993"	"1993"	"Jan"	"1"	15.94	7.93
	"Coffee County, AL"	"01031"	"1993"	"1993"	"Feb"	"2"	14.91	4.44
	"Coffee County, AL"	"01031"	"1993"	"1993"	"Mar"	"3"	17.62	7.99
	"Coffee County, AL"	"01031"	"1993"	"1993"	"Apr"	"4"	21.00	9.68
	"Coffee County, AL"	"01031"	"1993"	"1993"	"May"	"5"	26.90	17.97
	"Coffee County, AL"	"01031"	"1993"	"1993"	"Jun"	"6"	30.98	22.27
	"Coffee County, AL"	"01031"	"1993"	"1993"	"Jul"	"7"	32.41	24.86
	"Coffee County, AL"	"01031"	"1993"	"1993"	"Aug"	"8"	32.09	25.25
	"Coffee County, AL"	"01031"	"1993"	"1993"	"Sep"	"9"	29.45	21.59
	"Coffee County, AL"	"01031"	"1993"	"1993"	"Oct"	"10"	24.37	14.49
	"Coffee County, AL"	"01031"	"1993"	"1993"	"Nov"	"11"	18.85	7.90
	"Coffee County, AL"	"01031"	"1993"	"1993"	"Dec"	"12"	13.97	3.96
"Total"	"Coffee County, AL"	"01031"	"1993"	"1993"			23.25	14.09
	"Coffee County, AL"	"01031"	"1994"	"1994"	"Jan"	"1"	12.35	2.50
	"Coffee County, AL"	"01031"	"1994"	"1994"	"Feb"	"2"	17.66	7.54
	"Coffee County, AL"	"01031"	"1994"	"1994"	"Mar"	"3"	20.68	8.64
	"Coffee County, AL"	"01031"	"1994"	"1994"	"Apr"	"4"	25.37	14.47
	"Coffee County, AL"	"01031"	"1994"	"1994"	"May"	"5"	26.87	17.64
	"Coffee County, AL"	"01031"	"1994"	"1994"	"Jun"	"6"	29.64	23.09
	"Coffee County, AL"	"01031"	"1994"	"1994"	"Jul"	"7"	29.36	23.14
	"Coffee County, AL"	"01031"	"1994"	"1994"	"Aug"	"8"	29.93	23.37
	"Coffee County, AL"	"01031"	"1994"	"1994"	"Sep"	"9"	28.35	20.49
	"Coffee County, AL"	"01031"	"1994"	"1994"	"Oct"	"10"	24.01	15.46
	"Coffee County, AL"	"01031"	"1994"	"1994"	"Nov"	"11"	21.34	11.05
	"Coffee County, AL"	"01031"	"1994"	"1994"	"Dec"	"12"	16.48	7.29
"Total"	"Coffee County, AL"	"01031"	"1994"	"1994"			23.52	14.58
	"Coffee County, AL"	"01031"	"1995"	"1995"	"Jan"	"1"	14.05	3.73
	"Coffee County, AL"	"01031"	"1995"	"1995"	"Feb"	"2"	16.01	5.18
	"Coffee County, AL"	"01031"	"1995"	"1995"	"Mar"	"3"	21.01	11.03
	"Coffee County, AL"	"01031"	"1995"	"1995"	"Apr"	"4"	24.25	12.76
	"Coffee County, AL"	"01031"	"1995"	"1995"	"May"	"5"	28.97	19.37
	"Coffee County, AL"	"01031"	"1995"	"1995"	"Jun"	"6"	29.79	21.45
	"Coffee County, AL"	"01031"	"1995"	"1995"	"Jul"	"7"	32.21	24.35
	"Coffee County, AL"	"01031"	"1995"	"1995"	"Aug"	"8"	31.92	24.38
	"Coffee County, AL"	"01031"	"1995"	"1995"	"Sep"	"9"	29.93	21.07
	"Coffee County, AL"	"01031"	"1995"	"1995"	"Oct"	"10"	25.11	14.22
	"Coffee County, AL"	"01031"	"1995"	"1995"	"Nov"	"11"	17.18	6.11
	"Coffee County, AL"	"01031"	"1995"	"1995"	"Dec"	"12"	13.82	4.42
"Total"	"Coffee County, AL"	"01031"	"1995"	"1995"			23.73	14.06
	"Coffee County, AL"	"01031"	"1996"	"1996"	"Jan"	"1"	14.16	2.22
	"Coffee County, AL"	"01031"	"1996"	"1996"	"Feb"	"2"	16.27	4.61
	"Coffee County, AL"	"01031"	"1996"	"1996"	"Mar"	"3"	17.02	6.70
	"Coffee County, AL"	"01031"	"1996"	"1996"	"Apr"	"4"	22.23	10.17
	"Coffee County, AL"	"01031"	"1996"	"1996"	"May"	"5"	29.36	19.04
	"Coffee County, AL"	"01031"	"1996"	"1996"	"Jun"	"6"	30.23	22.34
	"Coffee County, AL"	"01031"	"1996"	"1996"	"Jul"	"7"	31.68	23.98
	"Coffee County, AL"	"01031"	"1996"	"1996"	"Aug"	"8"	30.76	24.53
	"Coffee County, AL"	"01031"	"1996"	"1996"	"Sep"	"9"	28.70	20.44
	"Coffee County, AL"	"01031"	"1996"	"1996"	"Oct"	"10"	24.04	13.67
	"Coffee County, AL"	"01031"	"1996"	"1996"	"Nov"	"11"	18.83	8.24
	"Coffee County, AL"	"01031"	"1996"	"1996"	"Dec"	"12"	16.59	5.69
"Total"	"Coffee County, AL"	"01031"	"1996"	"1996"			23.34	13.50
	"Coffee County, AL"	"01031"	"1997"	"1997"	"Jan"	"1"	14.54	5.25
	"Coffee County, AL"	"01031"	"1997"	"1997"	"Feb"	"2"	16.93	6.99
	"Coffee County, AL"	"01031"	"1997"	"1997"	"Mar"	"3"	23.40	12.34
	"Coffee County, AL"	"01031"	"1997"	"1997"	"Apr"	"4"	22.08	10.80
	"Coffee County, AL"	"01031"	"1997"	"1997"	"May"	"5"	26.22	16.64
	"Coffee County, AL"	"01031"	"1997"	"1997"	"Jun"	"6"	28.18	21.38
	"Coffee County, AL"	"01031"	"1997"	"1997"	"Jul"	"7"	31.52	24.67
	"Coffee County, AL"	"01031"	"1997"	"1997"	"Aug"	"8"	30.87	23.57
	"Coffee County, AL"	"01031"	"1997"	"1997"	"Sep"	"9"	29.91	21.15
	"Coffee County, AL"	"01031"	"1997"	"1997"	"Oct"	"10"	24.16	14.04
	"Coffee County, AL"	"01031"	"1997"	"1997"	"Nov"	"11"	16.65	7.52
	"Coffee County, AL"	"01031"	"1997"	"1997"	"Dec"	"12"	13.32	5.11
"Total"	"Coffee County, AL"	"01031"	"1997"	"1997"			23.19	14.17
	"Coffee County, AL"	"01031"	"1998"	"1998"	"Jan"	"1"	15.25	6.05
	"Coffee County, AL"	"01031"	"1998"	"1998"	"Feb"	"2"	15.64	6.36
	"Coffee County, AL"	"01031"	"1998"	"1998"	"Mar"	"3"	18.04	7.96
	"Coffee County, AL"	"01031"	"1998"	"1998"	"Apr"	"4"	23.03	13.39
	"Coffee County, AL"	"01031"	"1998"	"1998"	"May"	"5"	30.00	19.22
	"Coffee County, AL"	"01031"	"1998"	"1998"	"Jun"	"6"	33.41	23.12
	"Coffee County, AL"	"01031"	"1998"	"1998"	"Jul"	"7"	32.58	25.13
	"Coffee County, AL"	"01031"	"1998"	"1998"	"Aug"	"8"	32.43	24.01
	"Coffee County, AL"	"01031"	"1998"	"1998"	"Sep"	"9"	30.07	21.51
	"Coffee County, AL"	"01031"	"1998"	"1998"	"Oct"	"10"	26.15	15.30
	"Coffee County, AL"	"01031"	"1998"	"1998"	"Nov"	"11"	21.94	12.36
	"Coffee County, AL"	"01031"	"1998"	"1998"	"Dec"	"12"	17.74	8.86
"Total"	"Coffee County, AL"	"01031"	"1998"	"1998"			24.74	15.32
	"Coffee County, AL"	"01031"	"1999"	"1999"	"Jan"	"1"	16.98	5.83
	"Coffee County, AL"	"01031"	"1999"	"1999"	"Feb"	"2"	18.64	6.94
	"Coffee County, AL"	"01031"	"1999"	"1999"	"Mar"	"3"	18.44	6.66
	"Coffee County, AL"	"01031"	"1999"	"1999"	"Apr"	"4"	26.24	14.35
	"Coffee County, AL"	"01031"	"1999"	"1999"	"May"	"5"	27.38	17.42
	"Coffee County, AL"	"01031"	"1999"	"1999"	"Jun"	"6"	29.87	22.36
	"Coffee County, AL"	"01031"	"1999"	"1999"	"Jul"	"7"	31.24	24.14
	"Coffee County, AL"	"01031"	"1999"	"1999"	"Aug"	"8"	33.06	24.59
	"Coffee County, AL"	"01031"	"1999"	"1999"	"Sep"	"9"	29.00	18.24
	"Coffee County, AL"	"01031"	"1999"	"1999"	"Oct"	"10"	24.76	13.25
	"Coffee County, AL"	"01031"	"1999"	"1999"	"Nov"	"11"	20.57	8.27
	"Coffee County, AL"	"01031"	"1999"	"1999"	"Dec"	"12"	15.47	3.60
"Total"	"Coffee County, AL"	"01031"	"1999"	"1999"			24.33	13.84
	"Coffee County, AL"	"01031"	"2000"	"2000"	"Jan"	"1"	14.50	4.11
	"Coffee County, AL"	"01031"	"2000"	"2000"	"Feb"	"2"	19.04	6.24
	"Coffee County, AL"	"01031"	"2000"	"2000"	"Mar"	"3"	22.34	10.51
	"Coffee County, AL"	"01031"	"2000"	"2000"	"Apr"	"4"	23.23	11.08
	"Coffee County, AL"	"01031"	"2000"	"2000"	"May"	"5"	29.95	18.37
	"Coffee County, AL"	"01031"	"2000"	"2000"	"Jun"	"6"	31.60	21.27
	"Coffee County, AL"	"01031"	"2000"	"2000"	"Jul"	"7"	34.55	24.16
	"Coffee County, AL"	"01031"	"2000"	"2000"	"Aug"	"8"	34.03	23.58
	"Coffee County, AL"	"01031"	"2000"	"2000"	"Sep"	"9"	29.36	20.26
	"Coffee County, AL"	"01031"	"2000"	"2000"	"Oct"	"10"	26.70	12.96
	"Coffee County, AL"	"01031"	"2000"	"2000"	"Nov"	"11"	18.30	8.39
	"Coffee County, AL"	"01031"	"2000"	"2000"	"Dec"	"12"	11.70	1.61
"Total"	"Coffee County, AL"	"01031"	"2000"	"2000"			24.63	13.57
	"Coffee County, AL"	"01031"	"2001"	"2001"	"Jan"	"1"	11.68	2.03
	"Coffee County, AL"	"01031"	"2001"	"2001"	"Feb"	"2"	20.10	8.57
	"Coffee County, AL"	"01031"	"2001"	"2001"	"Mar"	"3"	17.04	7.28
	"Coffee County, AL"	"01031"	"2001"	"2001"	"Apr"	"4"	24.91	13.34
	"Coffee County, AL"	"01031"	"2001"	"2001"	"May"	"5"	27.61	17.62
	"Coffee County, AL"	"01031"	"2001"	"2001"	"Jun"	"6"	29.67	21.93
	"Coffee County, AL"	"01031"	"2001"	"2001"	"Jul"	"7"	31.26	23.82
	"Coffee County, AL"	"01031"	"2001"	"2001"	"Aug"	"8"	30.91	23.61
	"Coffee County, AL"	"01031"	"2001"	"2001"	"Sep"	"9"	27.79	19.35
	"Coffee County, AL"	"01031"	"2001"	"2001"	"Oct"	"10"	23.67	11.41
	"Coffee County, AL"	"01031"	"2001"	"2001"	"Nov"	"11"	22.94	10.93
	"Coffee County, AL"	"01031"	"2001"	"2001"	"Dec"	"12"	17.61	7.43
"Total"	"Coffee County, AL"	"01031"	"2001"	"2001"			23.77	13.96
	"Coffee County, AL"	"01031"	"2002"	"2002"	"Jan"	"1"	15.82	5.81
	"Coffee County, AL"	"01031"	"2002"	"2002"	"Feb"	"2"	14.87	3.39
	"Coffee County, AL"	"01031"	"2002"	"2002"	"Mar"	"3"	20.89	7.95
	"Coffee County, AL"	"01031"	"2002"	"2002"	"Apr"	"4"	26.30	15.77
	"Coffee County, AL"	"01031"	"2002"	"2002"	"May"	"5"	28.53	17.47
	"Coffee County, AL"	"01031"	"2002"	"2002"	"Jun"	"6"	30.55	22.38
	"Coffee County, AL"	"01031"	"2002"	"2002"	"Jul"	"7"	31.83	24.57
	"Coffee County, AL"	"01031"	"2002"	"2002"	"Aug"	"8"	31.79	24.24
	"Coffee County, AL"	"01031"	"2002"	"2002"	"Sep"	"9"	30.55	22.93
	"Coffee County, AL"	"01031"	"2002"	"2002"	"Oct"	"10"	26.40	18.64
	"Coffee County, AL"	"01031"	"2002"	"2002"	"Nov"	"11"	17.59	7.47
	"Coffee County, AL"	"01031"	"2002"	"2002"	"Dec"	"12"	14.69	4.37
"Total"	"Coffee County, AL"	"01031"	"2002"	"2002"			24.20	14.65
	"Coffee County, AL"	"01031"	"2003"	"2003"	"Jan"	"1"	12.03	0.71
	"Coffee County, AL"	"01031"	"2003"	"2003"	"Feb"	"2"	17.15	6.02
	"Coffee County, AL"	"01031"	"2003"	"2003"	"Mar"	"3"	21.91	11.51
	"Coffee County, AL"	"01031"	"2003"	"2003"	"Apr"	"4"	24.52	13.35
	"Coffee County, AL"	"01031"	"2003"	"2003"	"May"	"5"	28.84	19.04
	"Coffee County, AL"	"01031"	"2003"	"2003"	"Jun"	"6"	30.14	22.64
	"Coffee County, AL"	"01031"	"2003"	"2003"	"Jul"	"7"	30.26	23.63
	"Coffee County, AL"	"01031"	"2003"	"2003"	"Aug"	"8"	30.82	24.68
	"Coffee County, AL"	"01031"	"2003"	"2003"	"Sep"	"9"	28.40	19.62
	"Coffee County, AL"	"01031"	"2003"	"2003"	"Oct"	"10"	24.63	14.54
	"Coffee County, AL"	"01031"	"2003"	"2003"	"Nov"	"11"	21.95	9.94
	"Coffee County, AL"	"01031"	"2003"	"2003"	"Dec"	"12"	14.54	1.92
"Total"	"Coffee County, AL"	"01031"	"2003"	"2003"			23.79	14.01
	"Coffee County, AL"	"01031"	"2004"	"2004"	"Jan"	"1"	14.77	3.59
	"Coffee County, AL"	"01031"	"2004"	"2004"	"Feb"	"2"	14.34	5.33
	"Coffee County, AL"	"01031"	"2004"	"2004"	"Mar"	"3"	22.21	9.51
	"Coffee County, AL"	"01031"	"2004"	"2004"	"Apr"	"4"	23.65	11.05
	"Coffee County, AL"	"01031"	"2004"	"2004"	"May"	"5"	28.91	18.46
	"Coffee County, AL"	"01031"	"2004"	"2004"	"Jun"	"6"	30.48	23.50
	"Coffee County, AL"	"01031"	"2004"	"2004"	"Jul"	"7"	32.22	24.57
	"Coffee County, AL"	"01031"	"2004"	"2004"	"Aug"	"8"	31.11	23.26
	"Coffee County, AL"	"01031"	"2004"	"2004"	"Sep"	"9"	28.56	20.48
	"Coffee County, AL"	"01031"	"2004"	"2004"	"Oct"	"10"	27.12	18.20
	"Coffee County, AL"	"01031"	"2004"	"2004"	"Nov"	"11"	21.09	11.17
	"Coffee County, AL"	"01031"	"2004"	"2004"	"Dec"	"12"	14.89	3.78
"Total"	"Coffee County, AL"	"01031"	"2004"	"2004"			24.15	14.43
	"Coffee County, AL"	"01031"	"2005"	"2005"	"Jan"	"1"	17.07	6.44
	"Coffee County, AL"	"01031"	"2005"	"2005"	"Feb"	"2"	18.15	7.88
	"Coffee County, AL"	"01031"	"2005"	"2005"	"Mar"	"3"	19.52	8.30
	"Coffee County, AL"	"01031"	"2005"	"2005"	"Apr"	"4"	22.53	11.16
	"Coffee County, AL"	"01031"	"2005"	"2005"	"May"	"5"	27.10	16.84
	"Coffee County, AL"	"01031"	"2005"	"2005"	"Jun"	"6"	30.09	22.42
	"Coffee County, AL"	"01031"	"2005"	"2005"	"Jul"	"7"	31.96	24.80
	"Coffee County, AL"	"01031"	"2005"	"2005"	"Aug"	"8"	31.30	25.25
	"Coffee County, AL"	"01031"	"2005"	"2005"	"Sep"	"9"	30.83	21.29
	"Coffee County, AL"	"01031"	"2005"	"2005"	"Oct"	"10"	24.37	13.66
	"Coffee County, AL"	"01031"	"2005"	"2005"	"Nov"	"11"	20.80	9.15
	"Coffee County, AL"	"01031"	"2005"	"2005"	"Dec"	"12"	14.36	3.33
"Total"	"Coffee County, AL"	"01031"	"2005"	"2005"			24.03	14.24
	"Coffee County, AL"	"01031"	"2006"	"2006"	"Jan"	"1"	18.24	6.99
	"Coffee County, AL"	"01031"	"2006"	"2006"	"Feb"	"2"	16.03	4.65
	"Coffee County, AL"	"01031"	"2006"	"2006"	"Mar"	"3"	20.17	7.71
	"Coffee County, AL"	"01031"	"2006"	"2006"	"Apr"	"4"	26.62	14.64
	"Coffee County, AL"	"01031"	"2006"	"2006"	"May"	"5"	28.59	17.77
	"Coffee County, AL"	"01031"	"2006"	"2006"	"Jun"	"6"	32.25	21.77
	"Coffee County, AL"	"01031"	"2006"	"2006"	"Jul"	"7"	33.74	24.23
	"Coffee County, AL"	"01031"	"2006"	"2006"	"Aug"	"8"	33.43	25.50
	"Coffee County, AL"	"01031"	"2006"	"2006"	"Sep"	"9"	30.05	20.22
	"Coffee County, AL"	"01031"	"2006"	"2006"	"Oct"	"10"	25.40	13.25
	"Coffee County, AL"	"01031"	"2006"	"2006"	"Nov"	"11"	19.82	7.76
	"Coffee County, AL"	"01031"	"2006"	"2006"	"Dec"	"12"	18.07	6.14
"Total"	"Coffee County, AL"	"01031"	"2006"	"2006"			25.25	14.28
	"Coffee County, AL"	"01031"	"2007"	"2007"	"Jan"	"1"	15.79	5.49
	"Coffee County, AL"	"01031"	"2007"	"2007"	"Feb"	"2"	15.92	3.86
