"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)
	"Union County, FL"	"12125"	"1996"	"1996"	"Feb"	"2"	67.65	44.84
	"Union County, FL"	"12125"	"1996"	"1996"	"Mar"	"3"	67.37	46.07
	"Union County, FL"	"12125"	"1996"	"1996"	"Apr"	"4"	76.67	55.79
	"Union County, FL"	"12125"	"1996"	"1996"	"May"	"5"	86.16	68.12
	"Union County, FL"	"12125"	"1996"	"1996"	"Jun"	"6"	87.50	72.85
	"Union County, FL"	"12125"	"1996"	"1996"	"Jul"	"7"	90.89	75.33
	"Union County, FL"	"12125"	"1996"	"1996"	"Aug"	"8"	86.91	75.16
	"Union County, FL"	"12125"	"1996"	"1996"	"Sep"	"9"	86.38	72.29
	"Union County, FL"	"12125"	"1996"	"1996"	"Oct"	"10"	79.09	62.32
	"Union County, FL"	"12125"	"1996"	"1996"	"Nov"	"11"	71.82	52.01
	"Union County, FL"	"12125"	"1996"	"1996"	"Dec"	"12"	67.05	48.26
"Total"	"Union County, FL"	"12125"	"1996"	"1996"			77.65	59.60
	"Union County, FL"	"12125"	"1997"	"1997"	"Jan"	"1"	65.08	47.09
	"Union County, FL"	"12125"	"1997"	"1997"	"Feb"	"2"	72.14	52.28
	"Union County, FL"	"12125"	"1997"	"1997"	"Mar"	"3"	78.35	59.81
	"Union County, FL"	"12125"	"1997"	"1997"	"Apr"	"4"	75.72	55.45
	"Union County, FL"	"12125"	"1997"	"1997"	"May"	"5"	82.57	64.81
	"Union County, FL"	"12125"	"1997"	"1997"	"Jun"	"6"	85.62	71.54
	"Union County, FL"	"12125"	"1997"	"1997"	"Jul"	"7"	89.51	76.98
	"Union County, FL"	"12125"	"1997"	"1997"	"Aug"	"8"	88.35	75.62
	"Union County, FL"	"12125"	"1997"	"1997"	"Sep"	"9"	87.21	73.51
	"Union County, FL"	"12125"	"1997"	"1997"	"Oct"	"10"	79.28	62.52
	"Union County, FL"	"12125"	"1997"	"1997"	"Nov"	"11"	69.03	50.93
	"Union County, FL"	"12125"	"1997"	"1997"	"Dec"	"12"	62.98	46.46
"Total"	"Union County, FL"	"12125"	"1997"	"1997"			78.02	61.48
	"Union County, FL"	"12125"	"1998"	"1998"	"Jan"	"1"	66.75	47.92
	"Union County, FL"	"12125"	"1998"	"1998"	"Feb"	"2"	65.46	48.03
	"Union County, FL"	"12125"	"1998"	"1998"	"Mar"	"3"	69.27	48.70
	"Union County, FL"	"12125"	"1998"	"1998"	"Apr"	"4"	78.06	58.02
	"Union County, FL"	"12125"	"1998"	"1998"	"May"	"5"	88.47	67.02
	"Union County, FL"	"12125"	"1998"	"1998"	"Jun"	"6"	96.81	75.18
	"Union County, FL"	"12125"	"1998"	"1998"	"Jul"	"7"	91.43	76.57
	"Union County, FL"	"12125"	"1998"	"1998"	"Aug"	"8"	89.49	75.34
	"Union County, FL"	"12125"	"1998"	"1998"	"Sep"	"9"	86.15	73.21
	"Union County, FL"	"12125"	"1998"	"1998"	"Oct"	"10"	81.93	63.93
	"Union County, FL"	"12125"	"1998"	"1998"	"Nov"	"11"	77.60	60.75
	"Union County, FL"	"12125"	"1998"	"1998"	"Dec"	"12"	71.72	53.22
"Total"	"Union County, FL"	"12125"	"1998"	"1998"			80.33	62.39
	"Union County, FL"	"12125"	"1999"	"1999"	"Jan"	"1"	69.15	47.73
	"Union County, FL"	"12125"	"1999"	"1999"	"Feb"	"2"	69.79	48.49
	"Union County, FL"	"12125"	"1999"	"1999"	"Mar"	"3"	71.13	46.39
	"Union County, FL"	"12125"	"1999"	"1999"	"Apr"	"4"	82.29	59.39
	"Union County, FL"	"12125"	"1999"	"1999"	"May"	"5"	85.78	63.86
	"Union County, FL"	"12125"	"1999"	"1999"	"Jun"	"6"	87.23	72.02
	"Union County, FL"	"12125"	"1999"	"1999"	"Jul"	"7"	90.84	76.16
	"Union County, FL"	"12125"	"1999"	"1999"	"Aug"	"8"	90.93	77.11
	"Union County, FL"	"12125"	"1999"	"1999"	"Sep"	"9"	86.36	71.04
	"Union County, FL"	"12125"	"1999"	"1999"	"Oct"	"10"	80.20	63.00
	"Union County, FL"	"12125"	"1999"	"1999"	"Nov"	"11"	73.20	52.17
	"Union County, FL"	"12125"	"1999"	"1999"	"Dec"	"12"	66.84	44.39
"Total"	"Union County, FL"	"12125"	"1999"	"1999"			79.53	60.20
	"Union County, FL"	"12125"	"2000"	"2000"	"Jan"	"1"	65.03	44.33
	"Union County, FL"	"12125"	"2000"	"2000"	"Feb"	"2"	69.34	45.63
	"Union County, FL"	"12125"	"2000"	"2000"	"Mar"	"3"	76.77	53.72
	"Union County, FL"	"12125"	"2000"	"2000"	"Apr"	"4"	77.31	54.74
	"Union County, FL"	"12125"	"2000"	"2000"	"May"	"5"	89.52	64.61
	"Union County, FL"	"12125"	"2000"	"2000"	"Jun"	"6"	90.16	72.01
	"Union County, FL"	"12125"	"2000"	"2000"	"Jul"	"7"	91.42	75.27
	"Union County, FL"	"12125"	"2000"	"2000"	"Aug"	"8"	90.33	75.65
	"Union County, FL"	"12125"	"2000"	"2000"	"Sep"	"9"	84.94	72.35
	"Union County, FL"	"12125"	"2000"	"2000"	"Oct"	"10"	79.05	58.35
	"Union County, FL"	"12125"	"2000"	"2000"	"Nov"	"11"	70.74	48.96
	"Union County, FL"	"12125"	"2000"	"2000"	"Dec"	"12"	63.18	41.01
"Total"	"Union County, FL"	"12125"	"2000"	"2000"			79.02	58.92
	"Union County, FL"	"12125"	"2001"	"2001"	"Jan"	"1"	61.09	39.12
	"Union County, FL"	"12125"	"2001"	"2001"	"Feb"	"2"	73.19	53.25
	"Union County, FL"	"12125"	"2001"	"2001"	"Mar"	"3"	69.89	49.98
	"Union County, FL"	"12125"	"2001"	"2001"	"Apr"	"4"	79.98	56.83
	"Union County, FL"	"12125"	"2001"	"2001"	"May"	"5"	86.80	62.54
	"Union County, FL"	"12125"	"2001"	"2001"	"Jun"	"6"	88.74	73.83
	"Union County, FL"	"12125"	"2001"	"2001"	"Jul"	"7"	87.99	75.85
	"Union County, FL"	"12125"	"2001"	"2001"	"Aug"	"8"	88.97	75.89
	"Union County, FL"	"12125"	"2001"	"2001"	"Sep"	"9"	83.38	70.79
	"Union County, FL"	"12125"	"2001"	"2001"	"Oct"	"10"	78.37	58.78
	"Union County, FL"	"12125"	"2001"	"2001"	"Nov"	"11"	76.10	57.83
	"Union County, FL"	"12125"	"2001"	"2001"	"Dec"	"12"	71.61	51.83
"Total"	"Union County, FL"	"12125"	"2001"	"2001"			78.85	60.56
	"Union County, FL"	"12125"	"2002"	"2002"	"Jan"	"1"	66.37	47.72
	"Union County, FL"	"12125"	"2002"	"2002"	"Feb"	"2"	66.04	44.57
	"Union County, FL"	"12125"	"2002"	"2002"	"Mar"	"3"	75.81	53.28
	"Union County, FL"	"12125"	"2002"	"2002"	"Apr"	"4"	82.36	65.57
	"Union County, FL"	"12125"	"2002"	"2002"	"May"	"5"	87.12	64.93
	"Union County, FL"	"12125"	"2002"	"2002"	"Jun"	"6"	87.82	73.27
	"Union County, FL"	"12125"	"2002"	"2002"	"Jul"	"7"	89.57	76.37
	"Union County, FL"	"12125"	"2002"	"2002"	"Aug"	"8"	88.27	75.53
	"Union County, FL"	"12125"	"2002"	"2002"	"Sep"	"9"	87.12	74.36
	"Union County, FL"	"12125"	"2002"	"2002"	"Oct"	"10"	82.98	68.97
	"Union County, FL"	"12125"	"2002"	"2002"	"Nov"	"11"	70.10	48.83
	"Union County, FL"	"12125"	"2002"	"2002"	"Dec"	"12"	64.74	43.44
"Total"	"Union County, FL"	"12125"	"2002"	"2002"			79.10	61.50
	"Union County, FL"	"12125"	"2003"	"2003"	"Jan"	"1"	59.16	37.12
	"Union County, FL"	"12125"	"2003"	"2003"	"Feb"	"2"	68.41	47.49
	"Union County, FL"	"12125"	"2003"	"2003"	"Mar"	"3"	76.49	57.91
	"Union County, FL"	"12125"	"2003"	"2003"	"Apr"	"4"	78.40	58.38
	"Union County, FL"	"12125"	"2003"	"2003"	"May"	"5"	86.72	68.11
	"Union County, FL"	"12125"	"2003"	"2003"	"Jun"	"6"	88.15	74.62
	"Union County, FL"	"12125"	"2003"	"2003"	"Jul"	"7"	88.48	75.93
	"Union County, FL"	"12125"	"2003"	"2003"	"Aug"	"8"	87.64	75.92
	"Union County, FL"	"12125"	"2003"	"2003"	"Sep"	"9"	85.09	71.58
	"Union County, FL"	"12125"	"2003"	"2003"	"Oct"	"10"	80.24	63.89
	"Union County, FL"	"12125"	"2003"	"2003"	"Nov"	"11"	76.51	56.46
	"Union County, FL"	"12125"	"2003"	"2003"	"Dec"	"12"	64.07	40.84
"Total"	"Union County, FL"	"12125"	"2003"	"2003"			78.32	60.75
	"Union County, FL"	"12125"	"2004"	"2004"	"Jan"	"1"	64.84	42.55
	"Union County, FL"	"12125"	"2004"	"2004"	"Feb"	"2"	67.14	48.31
	"Union County, FL"	"12125"	"2004"	"2004"	"Mar"	"3"	74.45	52.75
	"Union County, FL"	"12125"	"2004"	"2004"	"Apr"	"4"	78.39	54.39
	"Union County, FL"	"12125"	"2004"	"2004"	"May"	"5"	87.36	65.63
	"Union County, FL"	"12125"	"2004"	"2004"	"Jun"	"6"	90.07	75.01
	"Union County, FL"	"12125"	"2004"	"2004"	"Jul"	"7"	90.23	76.88
	"Union County, FL"	"12125"	"2004"	"2004"	"Aug"	"8"	87.97	76.63
	"Union County, FL"	"12125"	"2004"	"2004"	"Sep"	"9"	85.13	72.85
	"Union County, FL"	"12125"	"2004"	"2004"	"Oct"	"10"	81.04	66.37
	"Union County, FL"	"12125"	"2004"	"2004"	"Nov"	"11"	75.03	56.08
	"Union County, FL"	"12125"	"2004"	"2004"	"Dec"	"12"	64.18	44.43
"Total"	"Union County, FL"	"12125"	"2004"	"2004"			78.85	61.02
	"Union County, FL"	"12125"	"2005"	"2005"	"Jan"	"1"	68.03	48.86
	"Union County, FL"	"12125"	"2005"	"2005"	"Feb"	"2"	68.00	47.75
	"Union County, FL"	"12125"	"2005"	"2005"	"Mar"	"3"	70.61	50.03
	"Union County, FL"	"12125"	"2005"	"2005"	"Apr"	"4"	74.93	53.79
	"Union County, FL"	"12125"	"2005"	"2005"	"May"	"5"	82.00	64.61
	"Union County, FL"	"12125"	"2005"	"2005"	"Jun"	"6"	86.57	73.84
	"Union County, FL"	"12125"	"2005"	"2005"	"Jul"	"7"	91.02	77.68
	"Union County, FL"	"12125"	"2005"	"2005"	"Aug"	"8"	90.05	78.45
	"Union County, FL"	"12125"	"2005"	"2005"	"Sep"	"9"	88.11	73.11
	"Union County, FL"	"12125"	"2005"	"2005"	"Oct"	"10"	78.50	63.33
	"Union County, FL"	"12125"	"2005"	"2005"	"Nov"	"11"	75.02	54.83
	"Union County, FL"	"12125"	"2005"	"2005"	"Dec"	"12"	63.47	42.94
"Total"	"Union County, FL"	"12125"	"2005"	"2005"			78.07	60.84
	"Union County, FL"	"12125"	"2006"	"2006"	"Jan"	"1"	68.89	47.93
	"Union County, FL"	"12125"	"2006"	"2006"	"Feb"	"2"	66.12	44.90
	"Union County, FL"	"12125"	"2006"	"2006"	"Mar"	"3"	72.23	49.12
	"Union County, FL"	"12125"	"2006"	"2006"	"Apr"	"4"	81.46	58.99
	"Union County, FL"	"12125"	"2006"	"2006"	"May"	"5"	86.15	62.92
	"Union County, FL"	"12125"	"2006"	"2006"	"Jun"	"6"	89.57	71.18
	"Union County, FL"	"12125"	"2006"	"2006"	"Jul"	"7"	90.88	74.75
	"Union County, FL"	"12125"	"2006"	"2006"	"Aug"	"8"	90.85	77.14
	"Union County, FL"	"12125"	"2006"	"2006"	"Sep"	"9"	87.91	72.45
	"Union County, FL"	"12125"	"2006"	"2006"	"Oct"	"10"	81.88	58.97
	"Union County, FL"	"12125"	"2006"	"2006"	"Nov"	"11"	72.21	50.78
	"Union County, FL"	"12125"	"2006"	"2006"	"Dec"	"12"	72.61	51.93
"Total"	"Union County, FL"	"12125"	"2006"	"2006"			80.15	60.18
	"Union County, FL"	"12125"	"2007"	"2007"	"Jan"	"1"	67.12	49.77
	"Union County, FL"	"12125"	"2007"	"2007"	"Feb"	"2"	66.00	44.23
	"Union County, FL"	"12125"	"2007"	"2007"	"Mar"	"3"	75.61	52.62
	"Union County, FL"	"12125"	"2007"	"2007"	"Apr"	"4"	78.97	52.73
	"Union County, FL"	"12125"	"2007"	"2007"	"May"	"5"	86.77	61.99
	"Union County, FL"	"12125"	"2007"	"2007"	"Jun"	"6"	88.73	71.04
	"Union County, FL"	"12125"	"2007"	"2007"	"Jul"	"7"	90.86	75.50
	"Union County, FL"	"12125"	"2007"	"2007"	"Aug"	"8"	92.44	77.47
	"Union County, FL"	"12125"	"2007"	"2007"	"Sep"	"9"	87.20	73.49
	"Union County, FL"	"12125"	"2007"	"2007"	"Oct"	"10"	81.35	67.82
	"Union County, FL"	"12125"	"2007"	"2007"	"Nov"	"11"	72.40	50.87
	"Union County, FL"	"12125"	"2007"	"2007"	"Dec"	"12"	71.35	50.90
"Total"	"Union County, FL"	"12125"	"2007"	"2007"			79.99	60.82
	"Union County, FL"	"12125"	"2008"	"2008"	"Jan"	"1"	63.63	44.02
	"Union County, FL"	"12125"	"2008"	"2008"	"Feb"	"2"	70.99	46.37
	"Union County, FL"	"12125"	"2008"	"2008"	"Mar"	"3"	72.24	49.09
	"Union County, FL"	"12125"	"2008"	"2008"	"Apr"	"4"	77.09	58.19
	"Union County, FL"	"12125"	"2008"	"2008"	"May"	"5"	85.44	63.36
	"Union County, FL"	"12125"	"2008"	"2008"	"Jun"	"6"	90.55	72.59
	"Union County, FL"	"12125"	"2008"	"2008"	"Jul"	"7"	88.69	75.05
	"Union County, FL"	"12125"	"2008"	"2008"	"Aug"	"8"	87.67	74.42
	"Union County, FL"	"12125"	"2008"	"2008"	"Sep"	"9"	86.60	70.79
	"Union County, FL"	"12125"	"2008"	"2008"	"Oct"	"10"	77.52	58.88
	"Union County, FL"	"12125"	"2008"	"2008"	"Nov"	"11"	67.45	45.65
	"Union County, FL"	"12125"	"2008"	"2008"	"Dec"	"12"	69.02	48.74
"Total"	"Union County, FL"	"12125"	"2008"	"2008"			78.09	58.97
	"Union County, FL"	"12125"	"2009"	"2009"	"Jan"	"1"	63.58	42.80
	"Union County, FL"	"12125"	"2009"	"2009"	"Feb"	"2"	64.82	40.68
	"Union County, FL"	"12125"	"2009"	"2009"	"Mar"	"3"	74.29	52.04
	"Union County, FL"	"12125"	"2009"	"2009"	"Apr"	"4"	77.76	56.04
	"Union County, FL"	"12125"	"2009"	"2009"	"May"	"5"	85.06	67.06
	"Union County, FL"	"12125"	"2009"	"2009"	"Jun"	"6"	94.02	74.27
	"Union County, FL"	"12125"	"2009"	"2009"	"Jul"	"7"	94.47	73.16
	"Union County, FL"	"12125"	"2009"	"2009"	"Aug"	"8"	95.60	74.00
	"Union County, FL"	"12125"	"2009"	"2009"	"Sep"	"9"	93.04	68.47
	"Union County, FL"	"12125"	"2009"	"2009"	"Oct"	"10"	86.34	64.71
	"Union County, FL"	"12125"	"2009"	"2009"	"Nov"	"11"	75.34	50.84
	"Union County, FL"	"12125"	"2009"	"2009"	"Dec"	"12"	65.94	46.60
"Total"	"Union County, FL"	"12125"	"2009"	"2009"			80.94	59.34
	"Union County, FL"	"12125"	"2010"	"2010"	"Jan"	"1"	57.41	37.17
	"Union County, FL"	"12125"	"2010"	"2010"	"Feb"	"2"	58.26	37.38
	"Union County, FL"	"12125"	"2010"	"2010"	"Mar"	"3"	66.88	45.22
	"Union County, FL"	"12125"	"2010"	"2010"	"Apr"	"4"	79.79	56.55
	"Union County, FL"	"12125"	"2010"	"2010"	"May"	"5"	87.55	69.46
	"Union County, FL"	"12125"	"2010"	"2010"	"Jun"	"6"	92.47	76.41
	"Union County, FL"	"12125"	"2010"	"2010"	"Jul"	"7"	92.00	76.43
	"Union County, FL"	"12125"	"2010"	"2010"	"Aug"	"8"	89.69	77.00
	"Union County, FL"	"12125"	"2010"	"2010"	"Sep"	"9"	89.07	71.66
	"Union County, FL"	"12125"	"2010"	"2010"	"Oct"	"10"	82.77	57.12
	"Union County, FL"	"12125"	"2010"	"2010"	"Nov"	"11"	74.26	47.48
	"Union County, FL"	"12125"	"2010"	"2010"	"Dec"	"12"	57.47	31.18
"Total"	"Union County, FL"	"12125"	"2010"	"2010"			77.39	57.02
	"Union County, FL"	"12125"	"2011"	"2011"	"Jan"	"1"	60.02	38.17
	"Union County, FL"	"12125"	"2011"	"2011"	"Feb"	"2"	69.99	48.30
	"Union County, FL"	"12125"	"2011"	"2011"	"Mar"	"3"	77.32	51.65
	"Union County, FL"	"12125"	"2011"	"2011"	"Apr"	"4"	84.83	58.86
	"Union County, FL"	"12125"	"2011"	"2011"	"May"	"5"	89.58	62.31
	"Union County, FL"	"12125"	"2011"	"2011"	"Jun"	"6"	96.30	72.04
	"Union County, FL"	"12125"	"2011"	"2011"	"Jul"	"7"	92.26	75.41
	"Union County, FL"	"12125"	"2011"	"2011"	"Aug"	"8"	95.75	77.21
	"Union County, FL"	"12125"	"2011"	"2011"	"Sep"	"9"	90.09	71.19
	"Union County, FL"	"12125"	"2011"	"2011"	"Oct"	"10"	78.83	55.60
	"Union County, FL"	"12125"	"2011"	"2011"	"Nov"	"11"	75.59	52.11
	"Union County, FL"	"12125"	"2011"	"2011"	"Dec"	"12"	70.86	48.97
"Total"	"Union County, FL"	"12125"	"2011"	"2011"			81.83	59.36
"Total"	"Union County, FL"	"12125"					78.64	60.50
	"Volusia County, FL"	"12127"	"1979"	"1979"	"Jan"	"1"	66.51	48.36
	"Volusia County, FL"	"12127"	"1979"	"1979"	"Feb"	"2"	67.69	49.63
	"Volusia County, FL"	"12127"	"1979"	"1979"	"Mar"	"3"	73.63	54.42
	"Volusia County, FL"	"12127"	"1979"	"1979"	"Apr"	"4"	81.52	63.56
	"Volusia County, FL"	"12127"	"1979"	"1979"	"May"	"5"	82.53	68.60
	"Volusia County, FL"	"12127"	"1979"	"1979"	"Jun"	"6"	86.62	73.05
	"Volusia County, FL"	"12127"	"1979"	"1979"	"Jul"	"7"	90.15	78.11
	"Volusia County, FL"	"12127"	"1979"	"1979"	"Aug"	"8"	87.84	76.99
	"Volusia County, FL"	"12127"	"1979"	"1979"	"Sep"	"9"	85.28	74.50
	"Volusia County, FL"	"12127"	"1979"	"1979"	"Oct"	"10"	82.19	66.84
	"Volusia County, FL"	"12127"	"1979"	"1979"	"Nov"	"11"	76.41	61.33
	"Volusia County, FL"	"12127"	"1979"	"1979"	"Dec"	"12"	71.27	55.25
"Total"	"Volusia County, FL"	"12127"	"1979"	"1979"			79.36	64.30
	"Volusia County, FL"	"12127"	"1980"	"1980"	"Jan"	"1"	69.76	51.91
	"Volusia County, FL"	"12127"	"1980"	"1980"	"Feb"	"2"	67.35	48.33
	"Volusia County, FL"	"12127"	"1980"	"1980"	"Mar"	"3"	76.60	57.02
	"Volusia County, FL"	"12127"	"1980"	"1980"	"Apr"	"4"	79.06	60.15
	"Volusia County, FL"	"12127"	"1980"	"1980"	"May"	"5"	83.70	68.65
	"Volusia County, FL"	"12127"	"1980"	"1980"	"Jun"	"6"	88.41	72.48
	"Volusia County, FL"	"12127"	"1980"	"1980"	"Jul"	"7"	90.20	76.97
	"Volusia County, FL"	"12127"	"1980"	"1980"	"Aug"	"8"	89.37	76.76
	"Volusia County, FL"	"12127"	"1980"	"1980"	"Sep"	"9"	87.56	75.68
	"Volusia County, FL"	"12127"	"1980"	"1980"	"Oct"	"10"	82.97	66.76
	"Volusia County, FL"	"12127"	"1980"	"1980"	"Nov"	"11"	74.66	57.77
	"Volusia County, FL"	"12127"	"1980"	"1980"	"Dec"	"12"	68.61	51.05
"Total"	"Volusia County, FL"	"12127"	"1980"	"1980"			79.89	63.68
	"Volusia County, FL"	"12127"	"1981"	"1981"	"Jan"	"1"	62.87	40.94
	"Volusia County, FL"	"12127"	"1981"	"1981"	"Feb"	"2"	70.02	50.95
	"Volusia County, FL"	"12127"	"1981"	"1981"	"Mar"	"3"	72.55	51.42
	"Volusia County, FL"	"12127"	"1981"	"1981"	"Apr"	"4"	83.47	61.42
	"Volusia County, FL"	"12127"	"1981"	"1981"	"May"	"5"	87.15	64.16
	"Volusia County, FL"	"12127"	"1981"	"1981"	"Jun"	"6"	91.23	75.55
	"Volusia County, FL"	"12127"	"1981"	"1981"	"Jul"	"7"	91.28	77.64
	"Volusia County, FL"	"12127"	"1981"	"1981"	"Aug"	"8"	87.11	75.87
	"Volusia County, FL"	"12127"	"1981"	"1981"	"Sep"	"9"	85.37	72.30
	"Volusia County, FL"	"12127"	"1981"	"1981"	"Oct"	"10"	82.14	68.47
	"Volusia County, FL"	"12127"	"1981"	"1981"	"Nov"	"11"	74.37	55.29
	"Volusia County, FL"	"12127"	"1981"	"1981"	"Dec"	"12"	67.95	50.73
"Total"	"Volusia County, FL"	"12127"	"1981"	"1981"			79.66	62.11
	"Volusia County, FL"	"12127"	"1982"	"1982"	"Jan"	"1"	68.88	50.52
	"Volusia County, FL"	"12127"	"1982"	"1982"	"Feb"	"2"	75.14	59.70
	"Volusia County, FL"	"12127"	"1982"	"1982"	"Mar"	"3"	77.89	62.09
	"Volusia County, FL"	"12127"	"1982"	"1982"	"Apr"	"4"	79.26	63.84
	"Volusia County, FL"	"12127"	"1982"	"1982"	"May"	"5"	81.44	66.55
	"Volusia County, FL"	"12127"	"1982"	"1982"	"Jun"	"6"	87.88	74.86
	"Volusia County, FL"	"12127"	"1982"	"1982"	"Jul"	"7"	87.97	77.31
	"Volusia County, FL"	"12127"	"1982"	"1982"	"Aug"	"8"	87.96	77.31
	"Volusia County, FL"	"12127"	"1982"	"1982"	"Sep"	"9"	85.96	75.01
	"Volusia County, FL"	"12127"	"1982"	"1982"	"Oct"	"10"	80.10	67.19
	"Volusia County, FL"	"12127"	"1982"	"1982"	"Nov"	"11"	77.20	64.60
	"Volusia County, FL"	"12127"	"1982"	"1982"	"Dec"	"12"	74.02	59.95
"Total"	"Volusia County, FL"	"12127"	"1982"	"1982"			80.33	66.60
	"Volusia County, FL"	"12127"	"1983"	"1983"	"Jan"	"1"	67.97	49.94
	"Volusia County, FL"	"12127"	"1983"	"1983"	"Feb"	"2"	68.35	51.76
	"Volusia County, FL"	"12127"	"1983"	"1983"	"Mar"	"3"	71.87	52.18
	"Volusia County, FL"	"12127"	"1983"	"1983"	"Apr"	"4"	76.73	56.91
	"Volusia County, FL"	"12127"	"1983"	"1983"	"May"	"5"	83.34	67.34
	"Volusia County, FL"	"12127"	"1983"	"1983"	"Jun"	"6"	85.30	73.39
	"Volusia County, FL"	"12127"	"1983"	"1983"	"Jul"	"7"	88.75	76.67
	"Volusia County, FL"	"12127"	"1983"	"1983"	"Aug"	"8"	87.99	77.26
	"Volusia County, FL"	"12127"	"1983"	"1983"	"Sep"	"9"	85.53	74.97
	"Volusia County, FL"	"12127"	"1983"	"1983"	"Oct"	"10"	81.42	70.44
	"Volusia County, FL"	"12127"	"1983"	"1983"	"Nov"	"11"	74.13	57.12
	"Volusia County, FL"	"12127"	"1983"	"1983"	"Dec"	"12"	69.97	53.87
"Total"	"Volusia County, FL"	"12127"	"1983"	"1983"			78.51	63.56
	"Volusia County, FL"	"12127"	"1984"	"1984"	"Jan"	"1"	68.48	51.78
	"Volusia County, FL"	"12127"	"1984"	"1984"	"Feb"	"2"	70.10	52.23
	"Volusia County, FL"	"12127"	"1984"	"1984"	"Mar"	"3"	74.72	54.10
	"Volusia County, FL"	"12127"	"1984"	"1984"	"Apr"	"4"	78.94	59.67
	"Volusia County, FL"	"12127"	"1984"	"1984"	"May"	"5"	83.72	66.89
	"Volusia County, FL"	"12127"	"1984"	"1984"	"Jun"	"6"	86.01	71.41
	"Volusia County, FL"	"12127"	"1984"	"1984"	"Jul"	"7"	86.38	75.92
	"Volusia County, FL"	"12127"	"1984"	"1984"	"Aug"	"8"	87.85	76.31
	"Volusia County, FL"	"12127"	"1984"	"1984"	"Sep"	"9"	84.22	72.95
	"Volusia County, FL"	"12127"	"1984"	"1984"	"Oct"	"10"	82.38	68.33
	"Volusia County, FL"	"12127"	"1984"	"1984"	"Nov"	"11"	73.94	58.64
	"Volusia County, FL"	"12127"	"1984"	"1984"	"Dec"	"12"	75.56	57.90
"Total"	"Volusia County, FL"	"12127"	"1984"	"1984"			79.39	63.89
	"Volusia County, FL"	"12127"	"1985"	"1985"	"Jan"	"1"	65.16	43.80
	"Volusia County, FL"	"12127"	"1985"	"1985"	"Feb"	"2"	71.95	52.16
	"Volusia County, FL"	"12127"	"1985"	"1985"	"Mar"	"3"	78.70	57.74
	"Volusia County, FL"	"12127"	"1985"	"1985"	"Apr"	"4"	80.69	60.72
	"Volusia County, FL"	"12127"	"1985"	"1985"	"May"	"5"	86.73	66.27
	"Volusia County, FL"	"12127"	"1985"	"1985"	"Jun"	"6"	91.00	74.32
	"Volusia County, FL"	"12127"	"1985"	"1985"	"Jul"	"7"	88.20	76.94
	"Volusia County, FL"	"12127"	"1985"	"1985"	"Aug"	"8"	87.34	77.48
	"Volusia County, FL"	"12127"	"1985"	"1985"	"Sep"	"9"	84.84	74.33
	"Volusia County, FL"	"12127"	"1985"	"1985"	"Oct"	"10"	83.33	72.61
	"Volusia County, FL"	"12127"	"1985"	"1985"	"Nov"	"11"	79.87	64.58
	"Volusia County, FL"	"12127"	"1985"	"1985"	"Dec"	"12"	67.65	49.47
"Total"	"Volusia County, FL"	"12127"	"1985"	"1985"			80.48	64.25
	"Volusia County, FL"	"12127"	"1986"	"1986"	"Jan"	"1"	67.20	49.52
	"Volusia County, FL"	"12127"	"1986"	"1986"	"Feb"	"2"	73.31	54.83
	"Volusia County, FL"	"12127"	"1986"	"1986"	"Mar"	"3"	73.00	55.45
	"Volusia County, FL"	"12127"	"1986"	"1986"	"Apr"	"4"	78.97	55.05
	"Volusia County, FL"	"12127"	"1986"	"1986"	"May"	"5"	85.56	66.13
	"Volusia County, FL"	"12127"	"1986"	"1986"	"Jun"	"6"	87.17	74.81
	"Volusia County, FL"	"12127"	"1986"	"1986"	"Jul"	"7"	89.56	77.27
	"Volusia County, FL"	"12127"	"1986"	"1986"	"Aug"	"8"	88.43	77.39
	"Volusia County, FL"	"12127"	"1986"	"1986"	"Sep"	"9"	86.48	75.58
	"Volusia County, FL"	"12127"	"1986"	"1986"	"Oct"	"10"	83.09	69.51
	"Volusia County, FL"	"12127"	"1986"	"1986"	"Nov"	"11"	81.16	68.79
	"Volusia County, FL"	"12127"	"1986"	"1986"	"Dec"	"12"	72.89	61.12
"Total"	"Volusia County, FL"	"12127"	"1986"	"1986"			80.60	65.51
	"Volusia County, FL"	"12127"	"1987"	"1987"	"Jan"	"1"	67.47	48.51
	"Volusia County, FL"	"12127"	"1987"	"1987"	"Feb"	"2"	70.48	53.96
	"Volusia County, FL"	"12127"	"1987"	"1987"	"Mar"	"3"	73.43	57.89
	"Volusia County, FL"	"12127"	"1987"	"1987"	"Apr"	"4"	75.41	54.10
	"Volusia County, FL"	"12127"	"1987"	"1987"	"May"	"5"	82.33	67.90
	"Volusia County, FL"	"12127"	"1987"	"1987"	"Jun"	"6"	87.99	74.86
	"Volusia County, FL"	"12127"	"1987"	"1987"	"Jul"	"7"	89.20	77.57
	"Volusia County, FL"	"12127"	"1987"	"1987"	"Aug"	"8"	90.44	78.54
	"Volusia County, FL"	"12127"	"1987"	"1987"	"Sep"	"9"	86.80	77.09
	"Volusia County, FL"	"12127"	"1987"	"1987"	"Oct"	"10"	78.70	64.17
	"Volusia County, FL"	"12127"	"1987"	"1987"	"Nov"	"11"	74.68	60.75
